text,Label
"❗️ **ST зачитал куплет для песни Ильи Фишермана

**Саша на ходу зачитал рэп, пока Ilya Fisherman исполняли []. Неплохо зашло, как будто даже лучше, чем оригинал.",Технологии
"#MTSS
📱 Годовой отчет МТС за 2022 год",Политика
"**Пропагандистка Витязева заявила, что избиение Милашиной и Немова — постановка 
**
__«По «избитой» и обритой Милашиной: не верю!
Она известная повокаторша и иностранный агент. Да, она долгие годы пыталась гадить руководству Чечни и выставлять чеченцев чем-то вроде вселенского зла. Но пачкать об нее руки там никто не будет. Ибо она настолько там презираема, что прикоснуться к ней - буквально харам. 
Поэтому, глядя на целую и чистую одежду «избитой», на которой только воротник припачкан зелёнкой и нет следов остриженных волос, а также памятуя все ее предыдущие провокации, склоняюсь к мысли, что все это - очередная попытка выставить Чечню «бандитским аулом» и тем самым разогнать очередной заказной хайп из серии «караул, в России журналистов бьют__», — написала пропагандистка.",Политика
Я тоже молодёжь получается,Общее
😄 У метро Чертановская выступает очень экстравагантный певец,Развлечения
"⭕продал TCSG по 3331.5 RUB
Vladislavzz",Технологии
"#отчеты #народная_сеть

Отчётное видео о доставке партии сетей на склад ПриZрак Новороссии от всей группы Технологии Победы.
В связи с запуском нового волонтерского центра в г.Саратове нам пришлось изменить своим правилам ежемесячной доставки произведенной продукции, и мы приехали в Донецк спустя полтора месяца с момента последней доставки. В это время поставка готовой продукции осуществлялась с места их производства через гумконвои или транспортные компании по заявкам военнослужащих.
Общее число произведенных сетей за период с 01.05. по 15.06.2023: 
сети размером 3х6 - 1145 штук, размером 2х2 - 617 штук.
Передано непосредственно в 23 подразделения: 3х6 - 475 штук, 2х2 - 145 штук,
Доставлено на склад в Донецке: 3х6 - 670 штук, 2х2 - 472 штуки.
Всё сети упакованы, во многих есть письма военнослужащим, подарки, иконки, приятные мелочи.
Кроме того доставлены адресные грузы в 255 полк 20 дивизии, в 101 полк 132 бригады, в 1МСБ в\ч95394, в 1198 полк, в 3 ТР 60 ОМСБР вч 16871.
Благодарим всех, участвующих в изготовлении сетей, волонтёров по подразделениям проекта ""Народная сеть"" в городах:
Волгоград 
Волжский
Саратов
Вольск
Шиханы
Новоузенск
Сызрань 
Тольятти
Самара
Казань
Набережные Челны
Елабуга
Звенигово
Новосибирск
Уфа
Оренбург
Бузулук
Екатеринбург
Нижний Новгород
Шумерля
Ярославль
Тверь
Курск.
Нас много, мы разные, мы сложные, у нас у всех есть свое мнение и свои предпочтения, мы порой по разному смотрим на мир, но!
Нас всех объединяет любовь к своей родине и мы все хотим помочь нашим ребятам выжить на этой войне...

Работаем!

🚩Помочь в организации процесса работы группы ""Технологии Победы"":
Сбербанк:
2202 2061 3505 1345
Светлана Ивановна Ж.

🚩Помочь РОССИЙСКОЙ АРМИИ:
ВТБ:
4272290754036887
Роман Юрьевич З.",Технологии
"‼️**В ДНР не успевают копать могилы. В результате нескольких украинских ударов **[]**,** Ясиноватой и Волновахе 4-5 июля погибло более 300 наших военных

**Про жертвы ударов врага нам сообщили три источника – в Генштабе и среди военных, которые сейчас находятся в Донбассе. «По предварительным данным, **погибло 319 человек**, еще больше 200 – ранены. Точные данные про жертв установить не можем, так как были сильные взрывы, от многих парней остались лишь части тел», - сказал один из наших собеседников.

Другой рассказал, что в результате нескольких украинских ударов было потеряно очень много боеприпасов, топлива и несколько десятков единиц техники, в том числе артсистемы и РСЗО. В результате защищать Донецк, Артемовск , Горловку и ряд других городов «становится сложнее».

Военный также пожаловался, что в Донбассе не успевают копать могилы, в том числе братские, для погибших военных. «Очень большие потери в боях, плюс массовые удары врага пошли», - рассказал наш собеседник.

",Шоубиз
"**•** **В день выборов метро в Ташкенте будет работать по графику буднего дня
**
В воскресенье 9 июля движение поездов Ташкентского метрополитена будет осуществляться **по графику буднего дня**. Об этом сообщили в Минтранспорта.

__Напомним, в предстоящее воскресенье пройдут досрочные президентские выборы.__

🔒 __Будьте в курсе последних новостей и событий вместе с__ !

👉 https://telegram.me/NovostiUZ/46509",Политика
"РЖД на фоне повышенного спроса запустили на юг поезда из не новых, но соответствующих всем требованиям вагонов с более дешевыми билетами",Технологии
"это я, осмысливаю все свои проблемы после первой сессии у психолога и понимаю, что со всем справлюсь😴👠💋",Общее
"⭕продал FIVE по 1524.5 RUB
linmath",Технологии
Во время съемки малыш забрал нашу метелку и пошел наводить порядки в сквере 🥹💜,Развлечения
"**РЕЖИССЁРЫ НА ТЕАТРАЛЬНЫХ ПОДМОСТКАХ: ВЫПУСКНИКИ СУРГУ ПОСТАВИЛИ СПЕКТАКЛЬ **

В качестве дипломной работы - игра в спектакле. Выпускники режиссёрского направления Сургутского государственного заканчивают свое четырёхлетнее обучение пьесой «Шум за сценой» Майкла Фрейна. Она пойдёт в зачёт при получении документа о высшем образовании. 
 
Всего в этом году вуз выпускает 11 режиссёров. Все они задействованы в дипломной работе. Правда, кто-то в качестве актёра, а кто-то световика. На сцене пьесу в этот раз будут играть 5 раз. 
 
Накануне была первая генеральная репетиция со зрителями. А вот во вторник будет закрытый показ перед будущими работодателями и преподавателями. Они и вынесут вердикт - кто достоин получения диплома. 
 
Стоит отметить, что этот поток не первый, кто ставит «Шум за сценой». Ранее пьесу играли выпускники прошлых лет. Декорации в театре вуза уже были, их приобрели ещё около 10 лет назад. Перед выступлением студенты их просто доработали.

💬Яна Антропова, выпускница СурГУ, режиссёр дипломного спектакля: «Я играю роль, и я выступаю в роли режиссёра. Даже наоборот, интереснее вдвойне, можно посмотреть это как со стороны, как это выглядит, и непосредственно прочувствовать это на сцене».

💬Александр Шевкунов, заведующий кафедрой режиссуры СурГУ: «В сентябре, когда ребята приходят на четвёртый курс, мы с ними выбираем тему дипломную. Если у нас есть выигранный грант, то мы работаем по гранту, если гранта нет, выбираем, что нам нравится. Понятное дело, если гранта нет, мы скорее хватаемся за комедии. На комедию взять грант очень сложно. И ставить комедию тоже гораздо сложнее, потому что чтобы затронуть внутренние чакры зрителя, драма гораздо проще».

Источник: []",Образовательный контент
"شركة روسية تقوم بتجربة منظومة فيديو أثناء إطلاق صاروخ فضائي لتوثيق عملية انفصال القمر الصناعي ""ميتيور – إم""  وعدد من الأقمار الصناعية الصغيرة من طراز ""كوبسايت""",Шоубиз
"**В Великобритании военного, ушедшего воевать за Украину, приговорили к году тюрьмы**

В ноябре 2021 года Александр Гармс-Риззи [] в Эстонию вместе со своим подразделением. В марте 2022-го военнослужащий российского происхождения ушёл в отпуск, из которого не возвратился. Когда его сослуживцам удалось связаться с ним, солдат признался, что пересёк границу, чтобы присоединиться к проукраинским силам.

22 сентября прошлого года Гармс-Риззи был арестован в порту Дувра. Полиция обнаружила при нём украинскую военную форму, а также знаки различия. На допросе военный рассказал, что пошёл помогать украинскому народу, так как «не мог просто стоять в стороне и смотреть, как разворачиваются события».

[] | [] | [] | []",Политика
"SSTP VPN KOD

sstp://MTM5LjEwMS42OC4xNDM6OTk1QHZwbjp2cG4mMTM5LjEwMS42OC4xNDM=",Технологии
"🟢купил AFLT по 41.34 RUB
zhora93",Технологии
"❗️**Пока не понятно, в каком формате состоится саммит БРИКС в ЮАР, и если в очном, примет ли в нем участие Путин, сообщает РИА Новости. **

Власти ЮАР до сих пор не определились. что им делать с запросом от МУС. Но аккредитацию СМИ уже запустили.",Политика
"Шведські CV9040C. Десь.

[]",Технологии
"🥤Подсластитель в диетической коле может [] рак

Подсластитель аспартам  — один из самых распространенных в мире искусственных подсластителей. Его добавляют во многие продукты. В «Добрый кола» без сахара он есть в составе.",Технологии
"#ADmemes

ОТ ТЕБЯ, ПАДЛА, СПРАВА ИЛИ СЛЕВА ПО-РУССКИ ПРОБЕЖАТЬ?",Развлечения
"Ровно 5 лет назад, 1 июля 2018 года сборная России по футболу победила в серии пенальти Испанию и сенсационно вышла в четвертьфинал домашнего чемпионата мира. Это лучший результат для нашей команды в истории. Не исключено, что это был последний мундиаль для сборной.",Общее
"**✍️**** Вихідні перуки Прігожина: на Великдень, на побачення, на зону**.",Путешествия/релокация
"Феноменальный рост на 600% с начала года показал фондовый рынок Зимбабве. Акции стали для зимбабвийцев единственным средством защиты от инфляции в 230% и обесценивания национальной валюты, пишет Bloomberg. Зимбабвийский доллар только за последний месяц упал на 60%.",Финансы
"**📣 Новый месяц == перезапуск ежемесячных тредов**

Ловите июльскую подборку: 
✖ []
✖ []
✖ []
✖ []

🍓 Ну и заглядывайте в [], там аж 700 комментов набежало. 

📚 А ещё перезапустили [], где ребята оставляют рецензии на прочитанное. Например, рекомендуют такие книги: «Армагед-дом» Дяченки, «Ходячий замок» Д.У. Джонс, «Зоны отдыха» А. Секисов и другие.",Образовательный контент
"Обновилась официальная **облегчённая сборка Windows 11** — Microsoft Validation OS. 

Основана на командной строке и предназначена для разработчиков ПО, технических специалистов и поставщиков оборудования. Поддерживает запуск Win32 приложений и **грузится сразу в командную строку.

**Но мы-то знаем, что можно и дома поставить.

Скачать можно [].

",Технологии
"Несмотря на то что сразу после окончания мятежа частной военной компании  «Вагнер» многие депутаты активно высказывались за законодательное регулирование деятельности ЧВК, на совете Госдумы в понедельник этот вопрос [] Тем не менее лидер партии «Справедливая Россия — За правду»  Сергей Миронов заявил о готовности внести повторно прошлогодний законопроект его фракции на эту тему. Правда, единства по этому вопросу среди парламентариев пока не наблюдается: если глава комитета Госдумы по обороне Андрей Картаполов говорит, что работа над документом уже ведется, то председатель комитета Совета федерации по госстроительству Андрей Клишас уверяет, что необходимости в таком законе нет.",Политика
"**Путин** сегодня проведет отдельную двустороннюю встречу с **президентом ЮАР,** сообщил Песков.",Политика
"Ігор Лапін запрошує усіх на стрім 🇺🇦🇺🇦🇺🇦
https://youtube.com/live/KFjmNnMcyrg",Шоубиз
"Мишустин подчеркнул важность развития производства в РФ пассажирских самолетов, таких как Ту-214, отметив, что проект этого гражданского авиалайнера перспективен и будет развиваться и дорабатываться.",Fashion
"Начальник Военного штаба ЕС Эрве Блежан заявил, что нынешнее масштабное украинское контрнаступление ""вне зависимости от его результата не приведет к окончанию военного конфликта с РФ"". ""Им не удастся в ходе этого контрнаступления вернуть все территории. Безусловно, будет какой-то итог, после которого может появиться намерение провести другие контрнаступления: второе, третье"", — пояснил он.

https://t.me/rusbrief/125490",Политика
"🌆** На крышах и верандах Москвы проходят атмосферные концерты с панорамным видом  **

[]**

Вот расписание ближайших:
15.06 []
15.06 []
16.06 []
17.06 []
17.06 []
18.06 []
18.06 []
20.06 []
23.06 []
24.06 []
25.06 []
25.06 []
25.06 []
29.06 []

🎁Скидка 10% по промокоду МОСКВА

Организатор ",Развлечения
"Австрия, Вена, 3 июля 2023 года. От украинских флагов у людей уже тошнота

[]",Fashion
"❗️ **Отряд «ЛизАлерт» в Марий Эл опубликовал статистику за прошлый месяц — всего поступило 22 заявки на поиск.**

В 16 случая волонтеры успешно отработали и нашли пропавших. Один из поисковых дней закончился печальными известиями — потерявшийся погиб. Трижды родственники справились сами. Еще троих людей найти, к сожалению, не удалось.

«Мы благодарим всех, кто принимал участие в поисково-спасательных работах и не остался равнодушным», — заявили волонтеры в паблике во Вконтакте.",Технологии
"🇨🇿🇺🇦** Чехия поставит Киеву авиасимуляторы, чтобы обучение пилотов для F-16 могло проходить прямо на Украине**

Об этом сообщил премьер-министр страны **Петр Фиала**. Также Киев получит боеприпасы.",Политика
"🌟 **В рамках празднования Дня Независимости Республики Беларусь гомельчане присоединятся к  общереспубликанской акции** ""**Споём гимн вместе!"".**

❗ **3 июля, 22.55.**

🇧🇾Акция является традицией суверенной Беларуси и объединяет людей разных поколений, наполняет чувством гордости за нашу страну и белорусский народ.

**__Приглашаю принять участие в акции!**__",Общее
"Под санкции, в частности, попали «Международный расчётный банк» и «Центр международных расчётов», а также группа компаний по кибербезопасности Positive Technologies

vc.ru/legal/736480",Финансы
"Племянник президента Кыргызстана Улан Жапаров задержан. Он подозревается в участии в коррупционных схемах на таможне.

",Политика
"🚘**Автомобиль рухнул со второго этажа многоуровневой парковки на западе Москвы**

Это произошло в ТЦ «Филион», внутри автомобиля находилась женщина. Она жива, ее уже достали из машины и госпитализировали.",Технологии
"**Сбер выплатит вам 19.000 рублей в качестве компенсации, если вы пожалуетесь в отделении банка

**А у Тинькофф есть 45% кешбек на все покупки. Достаточно ввести промокод и вуаля – всё вокруг становится в 2 раза дешевле.

**Таких лазеек – пруд пруди.** И вы начнете их замечать, читая канал [БАНКА.

] Автор 19 лет проработал в банках, а теперь пишет, за какие ниточки дёргать, чтобы получать с них 50-70 тысяч в месяц. Важное условие – при этом ничего делать не надо.

Пособия, безвозмездные кредиты, ипотеки за счет государства – **если хотите больше халявных денег, подпишитесь и пользуйтесь: **[]",Финансы
"**Обратная сторона потребления

**Модель потребления может внушать и не так много оптимизма, если при этом потребления идет «взаймы».

По данным все того же ЦБ, задолженность россиян перед банками превысила 30 трлн.₽, набрав с конца года почти 4 триллиона рублей.

Таким образом средняя задолженность частного домохозяйства составляет около 500.000 рублей. То есть каждая семья в среднем закредитована на 0.5 миллиона рублей.

Рост цифр связан в первую очередь с льготными ипотеками и автокредитами, которые обильно влили на рынок в прошлом году для поддержания строительного и автомобильного секторов экономики. 

Спрос на эти продукты был подогрет регулятором, который начал сокращать программы и обещать их ужесточение вплоть до отмены.

При этом пока не фиксируется рост судебных разбирательств, связанных с неисполнением кредитных обязательств, хотя просрочки растут и риски неуплат повышаются.

И как обычно: если есть возможность не брать кредит — не берите. Даже самые выгодные условия кредитования заберут из кармана лишние деньги.

[]",Финансы
"**⚡️** **На Львівщині капітан жорстоко побив військового.
** 
Про інцидент повідомила сестра побитого бійця Назара Матвіїшина. Вона каже, що брата на полігоні побив капітан і це не одиничний випадок. Зараз Назар перебуває у лікарні з травмами внутрішніх органів.

За інформацією ЗМІ, ДБР уже розслідує побиття військового зі Львова на полігоні.

[]",Технологии
"Турецкие учёные разработали татуировку, которую можно подключить к смартфону 
https://3dnews.ru/1088655?utm_source=nova&utm_medium=tg&utm_campaign=main",Технологии
"**Более 9000 новых получателей пенсий по потере кормильца зарегистрировало Минобороны в 2022 году 
**
Ведомство обнародовало данные о количестве пенсионеров разных категорий за прошлый год. Больше всего выросло число получателей пенсий по потере кормильца-военнослужащего, [] «Важные истории». **
**
Количество таких пенсионеров увеличивалось последние восемь лет, но после начала войны в Украине рост стал наиболее интенсивным. Так, в 2021 году число получателей пенсий по потере кормильца в сравнении с предыдущим годом выросло менее чем на процент — всего на 300 человек, а 2022 году — более чем на 9000 человек. Почти все из них — родственники российских военных, погибших в Украине. **

**Реальное число погибших гораздо больше, замечают «Важные истории». В пенсионную статистику попадают данные только о тех родных, которые смогли пройти все бюрократические инстанции и оформить пенсию. По [] «Медиазоны» и «Би-би-си», на войне погибли более 25,5 тысяч россиян. **

**",Общее
"Лукашенко подробно о ""вагнерах"" в Белоруссии.

Очень открыто говорит.",Политика
Зефирный кутюр Giambattista Valli вместо утренней медитации.,Развлечения
"Рубрика «Их нравы»

__**Прямое доказательство, что кентавры — не вымысел...

__**👍 []",Шоубиз
"Сегодня лучше вообще отключить интернет и никуда не заходить. Поберегите свои нервы и нервы своих близких. Съездите на речку. Сегодня выходной и день молодежи. А у нас молодежь до 70 ти.

Верховный все разрулит! Он у нас такой!

Пусть сегодня побеснуются хохлы и ципсо. В итоге все будет Россия!

[]",Развлечения
"⚡️В Новой Москве сбили 4 беспилотника. 

«В целях безопасности из аэропорта Внуково временно перенаправлена часть рейсов. В 8 утра ограничения на полёты в районе аэропорта Внуково снимаются. Жертв и пострадавших нет, экстренные службы работают на местах произошедшего», — рассказал подробности мэр Москвы Собянин.

[]",Политика
"**Закрытие студии и сокращения у авторов Pokemon GO: так ли всё плохо?

**Ушла эпоха? Не спешите.

https://mobiltelefon.ru/post_1688124349.html",Технологии
"Лидеры стран НАТО 11-12 июля в Вильнюсе утвердят многолетний пакет поддержки Украины, который приблизит ее к альянсу.",Политика
"❗️**Генерал Суровикин был задержан в связи с неудавшимся мятежом, **— __FT со ссылкой на три источника

__Издание предполагает, что Кремль начал расправляться со сторонниками главы ЧВК «Вагнер» после неудавшегося мятежа. Западные правительственные чиновники считают, что в связи с мятежом будут задержаны еще несколько человек.

[] / []",Политика
"Рубрика #обращениевредакцию

Безобидного щенка расстреляли из пневматики в одном из крупнейших парков Москвы

Автор: Марина Яровая

В редакцию «Блокнота» обратились активисты, которые ищут свидетелей и очевидцев вопиющего случая – издевательства над маленькой собакой.
«25 июня в Мещерском парке - одном из крупнейших парков Москвы, где ежедневно гуляют семьи с маленькими детьми, был найден покалеченный щенок.  Возраст 6 месяцев. Из леса его доставили в приют, и волонтёры пришли в ужас от многочисленных травм: семь пулевых ранения от пневматики, два пореза на лапах, травма головы, гематома на глазу, перелом передней лапы. Весь этот ужас у крошечной собачки весом 3 килограмма. На данный момент Денди активно идет на поправку», - рассказала Ульяна.

__Если вы или ваши родные столкнулись с проблемой, если вам нужна огласка в СМИ, вам есть, что рассказать — пишите на почту «Блокнота» ____red.ru____

__[]",Шоубиз
"🇺🇸🇺🇦**Полный список вооружений, переданных киевскому режиму в рамках пакета военной «помощи» от США на $800 миллионов**

▪️32 БМП Bradley и 32 бронетранспортера Stryker
▪️31 155-мм гаубицу
▪️дополнительные боеприпасы для ЗРК Patriot и HIMARS
▪️ракеты ПВО AIM-7
▪️зенитные комплексы Stinger, Javelin
▪️105-мм и 155-мм артиллерийские снаряды, включая DPICM
▪️ракеты трубного пуска, беспилотные летательные системы Penguin и взрывные боеприпасы
▪️оборудование для разминирования, запчасти, стрелковое оружие и 28 миллионов патронов к нему
▪️27 тактических автомобилей для подъема техники и 10 для буксировки техники

[]**",Технологии
Введение единой валюты в ЕАЭС пока **нереально **— МИД РФ,Политика
"**Путешественник выиграл 1,3 миллиона долларов в автомате аэропорта в Лас-Вегасе**. Об этом пишет New York Post. 

Представители международного аэропорта имени Гарри Рида подтвердили, что неназванный парень играл в слоты на автомате Wheel of Fortune Triple Double Emeralds и сорвал джекпот. 

Аккаунт аэропорта в Twitter написал, что это один из способов закончить отпуск как миллионер.

🌐 []",Развлечения
Видео разрушенного Бахмута и его окрестностей публикуют телеграм-каналы,Технологии
"**Главное из брифинга Минобороны России, 30 июня:

**- ВСУ пытаются наступать на донецком, краснолиманском, южнодонецком и купянском направлениях;

- ВС РФ отразили две атаки ВСУ на купянском направлении;

- ВС РФ за сутки отразили пять атак ВСУ на донецком направлении, уничтожено до 160 украинских военнослужащих;

- ВС РФ пресекли на купянском направлении действия одной диверсионно-разведывательной группы ВСУ;

- ВСУ потеряли за сутки на южнодонецком и запорожском направлениях до 120 военных, артсистему М777;

- Группировка ""Центр"" отразила атаку ВСУ в направлении населенного пункта Кузьмино в ЛНР;

- Войска РФ за сутки уничтожили более 50 военных и САУ ""Гвоздика"" ВСУ на краснолиманском направлении;

- ВС РФ отбили атаку мотопехотной роты ВСУ в районе Времевского выступа;

- ВС РФ на запорожском направлении пресекли попытку ВСУ провести разведку боем и уничтожили украинскую ДРГ;

- Российские войска в течение суток уничтожили до 45 украинских военных на херсонском направлении;

- Средства ПВО РФ за сутки перехватили 7 снарядов РСЗО HIMARS, сбили 10 беспилотников ВСУ.",Технологии
"На данный момент глава Тувы Ховалыг, насколько я знаю, - единственный из российских губернаторов, кто хотя бы в осторожной форме осудил [] Пригожина. []",Политика
Зеленый тоннель в Сокольниках.,Развлечения
"**Путин поговорил с Пашиняном, обсуждалась ситуация вокруг Нагорного Карабаха и транспортное сообщение по Лачинскому коридору, **[]**** Кремль**",Политика
"🚨🇷🇺 **Вячеслав** **Володин призвал уехавших россиян вернуться, пока есть возможность. **Спикер Госдумы отметил, что более половины россиян, уехавших после февраля 2022 года, уже вернулись обратно. 

«__Учитывая происходящее, правильно наконец включить голову: сегодня есть возможность вернуться, завтра при той истерии, которая нагнетается в Западной Европе, может ее уже не быть__»,— написал спикер, комментируя слова президента Чехии Петра Павела, который, по его словам, «предложил проживающих за границей граждан России отправить в концлагеря».

#Политика",Политика
[] «Желтый» уровень опасности из-за непогоды продлили в Москве до полудня субботы.,Путешествия/релокация
"Нашим воинам на заметку, отвалами инженерных машин ВСУ пытались делать проходы в полях.",Технологии
"**«Ноль свиданий». Суд принял коллективный иск семьи Навального к колонии
**
Суд во Владимирской области сегодня принял к рассмотрению []Алексея Навального, его родителей, жены и детей к колонии ИК-6. За последний год политзаключенный не получил ни одного из шести свиданий с родными, предусмотренных законом для колоний строгого режима.  

Навальный и его адвокаты подали уже около 70 исков к руководству колонии, но не получили ни одного положительного решения. Русская служба Би-би-си подсчитала, что Навальному по разным поводам отказывали в удовлетворении жалоб на колонию 44 раза».

Навальный называет судебную борьбу с колонией «вопросом принципа» и «вопросом будущего»: «Когда-нибудь, хоть спустя годы, эти дела пересмотрит честный суд. Пусть материалы лежат наготове».

Подробно о спорах Навального с колонией читайте []",Общее
"Побывали на производстве отечественной компании [], о которой писал раннее и с которой сотрудничает Военно-технический центр ""Царские волки"". Ребята специализируются на производстве []. 

Постоянно консультируем их, поскольку для комсостава, бойцов, снайперов, операторов БПЛА необходимы особые условия их использования в бою. Конструкторы боевой экипировки недавно по приглашению Добровольческой ударной бригады посетили зону СВО, наблюдали за боевой работой наших операторов разведовательно-ударных дронов, многое учли в доработке экипировки. 

Цены у производителя более чем умеренные, но лучше приобретать бронежилеты, разгрузки, аптечки, костюмы непосредственно у них, чтобы в цепочку между покупателем и производителем не влезли спекулянты-посредники, наживающиеся на войне. А такие, к сожалению, есть.

Рекомендую подписаться на их канал https://t.me/shieldandswordrus
По всем видам заказов обращайтесь в компанию ""Щит и Меч"": круглосуточный телефон +7 925 550-13-49, почта shieldandsword.ru",Fashion
«Ланцетов» много не бывает. Очередная «Гвоздика» ВСУ отправляется в ангар.,Технологии
"⚠️ Поранених у Первомайському вже 43 людини, повідомив голова Харківської ОВА. З них 12 дітей.  Стан потерпілих — середній та легкий.",Общее
Власти 10 коммун на севере Франции [] комендантский час для борьбы с беспорядками,Политика
"🟢купил KMAZ по 212 RUB
SpaceForcez",Технологии
"🔴 **США передают Украине кассетные боеприпасы**, официально заявили в Белом доме.",Общее
"Beware! Voice phishing has taken an advanced twist with ""Letscall."" 
 
This multi-step vishing attack combines hi-tech malware, voice traffic routing, and social engineering to deceive victims into micro-loans and disclose personal info. 
 
Read: https://thehackernews.com/2023/07/vishing-goes-high-tech-new-letscall.html",Технологии
⚡️На відео — удари керованими авіабомбами JDAM-ER по скупченню особового складу кацапів у Київському районі Донецька та командно-спостережному пункту 288 окремого стрілецького батальйону в Новотроїцькому .,Технологии
"**Бабушка 17-летнего подростка, убийство которого спровоцировало протесты по всей Франции, попросила прекратить беспорядки.** Она считает, что протестующие «используют внука как предлог» для насилия, сообщает BFMTV. 

«Я хочу, чтобы это  везде прекратилось. Я говорю им: ""Остановитесь!"". Пусть не громят школы, пусть не ломают автобусы», — сказала она. 

Женщина подчеркнула, что в произошедшем виноват только тот полицейский, который [] ее внука.

🌐 []",Образовательный контент
"**Сын президента США Хантер Байден находился в Белом доме незадолго до того, как там обнаружили порошок, по предварительным данным, оказавшийся кокаином**, пишет газета New York Post.

""Хантер Байден, который ранее признавался в зависимости от кокаина, был на территории Белого дома в пятницу до того, как отправился в Кэмп-Дэвид со своим отцом на праздничные выходные"", - написано в статье.

🌐 []",Политика
